SKU (Item),Name,Category,Width (cm),Length (cm),Height (cm),Net Weight (kg),Gross Weight (kg),CBM,Product Type,Stacking Limit,Side Box Weight,Box_42x46x68_Layers,Box_42x46x68_PerLayer,Box_42x46x68_Total,Box_47x66x68_Layers,Box_47x66x68_PerLayer,Box_47x66x68_Total,Box_57x64x84_Layers,Box_57x64x84_PerLayer,Box_57x64x84_Total,Box_68x74x86_Layers,Box_68x74x86_PerLayer,Box_68x74x86_Total,Box_70x100x90_Layers,Box_70x100x90_PerLayer,Box_70x100x90_Total,Pallet_80x120x65_Layers,Pallet_80x120x65_PerLayer,Pallet_80x120x65_Total,Pallet_80x120x90_Layers,Pallet_80x120x90_PerLayer,Pallet_80x120x90_Total,Pallet_80x120x115_Layers,Pallet_80x120x115_PerLayer,Pallet_80x120x115_Total,Pallet_110x110x65_Layers,Pallet_110x110x65_PerLayer,Pallet_110x110x65_Total,Pallet_110x110x90_Layers,Pallet_110x110x90_PerLayer,Pallet_110x110x90_Total,Pallet_110x110x115_Layers,Pallet_110x110x115_PerLayer,Pallet_110x110x115_Total,RTN_Layers,RTN_PerLayer,RTN_Total,Warp_Required
FRN0001E2E-7GA,Inverter-FRN0001E2E-7GA,Inverters,11,19.5,19,0.9500,0.9500,0.004,Carton,,0,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0001E2S-2GA,Inverter-FRN0001E2S-2GA,Inverters,11,19.5,15.5,0.7200,0.7200,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0001E2S-2GB,Inverter-FRN0001E2S-2GB,Inverters,11,19.5,15.5,0.7120,0.7120,0.003,Carton,9,0.8,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0001E2S-7GA,Inverter-FRN0001E2S-7GA,Inverters,11,19.5,15.5,0.7070,0.7070,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0001E2S-7GB,Inverter-FRN0001E2S-7GB,Inverters,11,19.5,15.5,0.7380,0.7380,0.003,Carton,,0.8,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0001E3E-7G,Inverter-FRN0001E3E-7G,Inverters,10,19.5,19,0.8200,0.8200,0.004,Carton,,,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0001E3S-2G,Inverter-FRN0001E3S-2G,Inverters,10,19.5,15.5,0.6850,0.6850,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0001E3S-7G,Inverter-FRN0001E3S-7G,Inverters,10,19.5,15.5,0.6900,0.6900,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2E-4E,Inverter-FRN0002C2E-4E,Inverters,14.5,19.5,24,1.7930,1.7930,0.007,Carton,,1.9,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0002C2E-7E,Inverter-FRN0002C2E-7E,Inverters,11,19.5,15.5,0.8930,0.8930,0.003,Carton,,0.5,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-2A,Inverter-FRN0002C2S-2A,Inverters,11,19.5,15.5,0.6830,0.6830,0.003,Carton,9,0.8,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-2U,Inverter-FRN0002C2S-2U,Inverters,11,19.5,15.5,0.7020,0.7020,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-4A,Inverter-FRN0002C2S-4A,Inverters,14.5,19.5,20.5,1.3620,1.3620,0.006,Carton,,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002C2S-4A A,Inverter-FRN0002C2S-4A A,Inverters,14.5,19.5,20.5,1.3570,1.3570,0.006,Carton,,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002C2S-4E,Inverter-FRN0002C2S-4E,Inverters,14.5,19.5,20.5,1.3620,1.3620,0.006,Carton,,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002C2S-4U,Inverter-FRN0002C2S-4U,Inverters,14.5,19.5,20.5,1.3750,1.3750,0.006,Carton,,1.4,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002C2S-6U,Inverter-FRN0002C2S-6U,Inverters,11,19.5,15.5,0.7820,0.7820,0.003,Carton,,0.6,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-6U A,Inverter-FRN0002C2S-6U A,Inverters,11,19.5,15.5,0.7960,0.7960,0.003,Carton,,0.6,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-7A,Inverter-FRN0002C2S-7A,Inverters,11,19.5,15.5,0.7060,0.7060,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-7E,Inverter-FRN0002C2S-7E,Inverters,11,19.5,15.5,0.7200,0.7200,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002C2S-7U,Inverter-FRN0002C2S-7U,Inverters,11,19.5,15.5,0.7180,0.7180,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002E2E-2GA,Inverter-FRN0002E2E-2GA,Inverters,11,19.5,19,1.1660,1.1660,0.004,Carton,,,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0002E2E-4GA,Inverter-FRN0002E2E-4GA,Inverters,14.5,19.5,24,1.8810,1.8810,0.007,Carton,5,1.8,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0002E2E-4GB,Inverter-FRN0002E2E-4GB,Inverters,14.5,19.5,24,2.0200,2.0200,0.007,Carton,,2.02,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0002E2E-7GA,Inverter-FRN0002E2E-7GA,Inverters,11,19.5,19,0.9500,0.9620,0.004,Carton,,0.9,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0002E2S-2GA,Inverter-FRN0002E2S-2GA,Inverters,11,19.5,15.5,0.7080,0.7080,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002E2S-2GB,Inverter-FRN0002E2S-2GB,Inverters,11,19.5,15.5,0.7150,0.7150,0.003,Carton,9,0.8,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002E2S-4GA,Inverter-FRN0002E2S-4GA,Inverters,14.5,19.5,20.5,1.5230,1.5230,0.006,Carton,7,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002E2S-4GB,Inverter-FRN0002E2S-4GB,Inverters,14.5,19.5,20.5,1.5240,1.5240,0.006,Carton,7,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002E2S-7GA,Inverter-FRN0002E2S-7GA,Inverters,11,19.5,15.5,0.7310,0.7310,0.003,Carton,,0.8,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002E2S-7GB,Inverter-FRN0002E2S-7GB,Inverters,11,19.5,15.5,0.7350,0.7350,0.003,Carton,,0.8,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002E3E-4G,Inverter-FRN0002E3E-4G,Inverters,14.5,19.5,24,1.7000,1.7000,0.007,Carton,,,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0002E3E-7G,Inverter-FRN0002E3E-7G,Inverters,10,19.5,19,0.8350,0.8350,0.004,Carton,,,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0002E3S-2G,Inverter-FRN0002E3S-2G,Inverters,10,19.5,15.5,0.6850,0.6850,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002E3S-4G,Inverter-FRN0002E3S-4G,Inverters,14.5,19.5,20.5,1.4070,1.4070,0.006,Carton,,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0002E3S-7G,Inverter-FRN0002E3S-7G,Inverters,10,19.5,15.5,0.6870,0.6870,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0002F2E-4G,Inverter-FRN0002F2E-4G,Inverters,14.5,19.5,24,1.9480,1.9480,0.007,Carton,5,1.8,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0002G2E-4G,Inverter-FRN0002G2E-4G,Inverters,17,31,22,2.1600,2.1600,0.012,Carton,8,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0002G2E-4GAP,Inverter-FRN0002G2E-4GAP,Inverters,17,31,22,2.1750,2.1750,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0002G2S-4G,Inverter-FRN0002G2S-4G,Inverters,17,31,22,2.0570,2.0570,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0003C2S-6U,Inverter-FRN0003C2S-6U,Inverters,11,19.5,15.5,0.8980,0.8980,0.003,Carton,10,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0003C2S-6U A,Inverter-FRN0003C2S-6U A,Inverters,11,19.5,15.5,0.8910,0.8910,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0003E2E-7GA,Inverter-FRN0003E2E-7GA,Inverters,11,19.5,19,1.0200,1.0200,0.004,Carton,7,1,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0003E2S-7GA,Inverter-FRN0003E2S-7GA,Inverters,11,19.5,19,0.8410,0.8410,0.004,Carton,9,0.8,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0003E2S-7GB,Inverter-FRN0003E2S-7GB,Inverters,11,19.5,19,0.8420,0.8420,0.004,Carton,,0.8,,,16,,,24,,,45,,,63,,,136,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0003E3E-7G,Inverter-FRN0003E3E-7G,Inverters,10,19.5,19,0.9250,0.9250,0.004,Carton,,,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0003F2E-4G,Inverter-FRN0003F2E-4G,Inverters,14.5,19.5,24,2.2540,2.2540,0.007,Carton,,2.1,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0003G2E-4G,Inverter-FRN0003G2E-4G,Inverters,17,31,22,2.3950,2.3950,0.012,Carton,8,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0003G2E-4GAP,Inverter-FRN0003G2E-4GAP,Inverters,17,31,22,2.4550,2.4550,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0003G2S-2G,Inverter-FRN0003G2S-2G,Inverters,17,31,22,2.0390,2.0390,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0003G2S-2GU,Inverter-FRN0003G2S-2GU,Inverters,17,31,22,2.1550,2.1550,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0003G2S-4G,Inverter-FRN0003G2S-4G,Inverters,17,31,22,2.3140,2.3140,0.012,Carton,8,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0003G2S-4GU,Inverter-FRN0003G2S-4GU,Inverters,17,31,22,2.3020,2.3020,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0004C2E-4E,Inverter-FRN0004C2E-4E,Inverters,14.5,19.5,24,1.9310,1.9310,0.007,Carton,,2,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0004C2E-7E,Inverter-FRN0004C2E-7E,Inverters,11,19.5,15.5,0.9640,0.9640,0.003,Carton,,1.2,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004C2S-2A,Inverter-FRN0004C2S-2A,Inverters,11,19.5,15.5,0.7660,0.7660,0.003,Carton,9,0.9,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004C2S-2U,Inverter-FRN0004C2S-2U,Inverters,11,19.5,15.5,0.7820,0.7820,0.003,Carton,,0.9,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004C2S-4A,Inverter-FRN0004C2S-4A,Inverters,14.5,19.5,20.5,1.4990,1.4990,0.006,Carton,7,1.6,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004C2S-4A A,Inverter-FRN0004C2S-4A A,Inverters,14.5,19.5,20.5,1.4850,1.4850,0.006,Carton,,1.6,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004C2S-4E,Inverter-FRN0004C2S-4E,Inverters,14.5,19.5,20.5,1.4900,1.4900,0.006,Carton,,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004C2S-4U,Inverter-FRN0004C2S-4U,Inverters,14.5,19.5,20.5,1.4910,1.4910,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004C2S-7A,Inverter-FRN0004C2S-7A,Inverters,11,19.5,15.5,0.7940,0.7940,0.003,Carton,9,1.1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004C2S-7E,Inverter-FRN0004C2S-7E,Inverters,11,19.5,15.5,0.7940,0.7940,0.003,Carton,,1.1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004C2S-7U,Inverter-FRN0004C2S-7U,Inverters,11,19.5,15.5,0.8040,0.8040,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004C2S-7U A,Inverter-FRN0004C2S-7U A,Inverters,11,19.5,15.5,0.8120,0.8120,0.003,Carton,,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004E2E-2GA,Inverter-FRN0004E2E-2GA,Inverters,11,19.5,15.5,1.0000,1.0000,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004E2E-4GA,Inverter-FRN0004E2E-4GA,Inverters,14.5,19.5,24,2.1660,1.9660,0.007,Carton,,2.1,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0004E2S-2GA,Inverter-FRN0004E2S-2GA,Inverters,11,19.5,15.5,0.8100,0.8100,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004E2S-2GB,Inverter-FRN0004E2S-2GB,Inverters,11,19.5,15.5,0.8310,0.8310,0.003,Carton,9,0.9,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004E2S-2GBBM1,Inverter-FRN0004E2S-2GBBM1,Inverters,10,19.5,15.5,0.8350,0.8350,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004E2S-4GA,Inverter-FRN0004E2S-4GA,Inverters,14.5,19.5,20.5,1.7710,1.7710,0.006,Carton,,1.8,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004E2S-4GB,Inverter-FRN0004E2S-4GB,Inverters,14.5,19.5,20.5,1.7810,1.7810,0.006,Carton,7,1.8,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004E2S-4GBBM1,Inverter-FRN0004E2S-4GBBM1,Inverters,14.5,19.5,20.5,1.7820,1.7820,0.006,Carton,,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004E3E-4G,Inverter-FRN0004E3E-4G,Inverters,14.5,19.5,24,1.9560,1.9560,0.007,Carton,,,,,12,,,18,,,22,,,34,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,105,FALSE
FRN0004E3S-2G,Inverter-FRN0004E3S-2G,Inverters,11,19.5,15.5,0.7930,0.7930,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004E3S-4G,Inverter-FRN0004E3S-4G,Inverters,14.5,19.5,20.5,1.6340,1.6340,0.006,Carton,,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0004E3S-7G,Inverter-FRN0004E3S-7G,Inverters,10,19.5,15.5,0.8070,0.8070,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0004G2E-4G,Inverter-FRN0004G2E-4G,Inverters,21.5,32,23,3.2570,3.2570,0.016,Carton,7,,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN0004G2E-4GAP,Inverter-FRN0004G2E-4GAP,Inverters,21.5,32,23,3.2230,3.2230,0.016,Carton,,,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN0004G2S-4G,Inverter-FRN0004G2S-4G,Inverters,21.5,32,23,3.0230,3.0230,0.016,Carton,,,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN0004G2S-4GU,Inverter-FRN0004G2S-4GU,Inverters,21.5,32,23,3.1700,3.1700,0.016,Carton,,,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN0005C2E-4E,Inverter-FRN0005C2E-4E,Inverters,25.5,30,25.5,3.7370,3.7370,0.020,Carton,,3.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,,,,42,,,,,,36,FALSE
FRN0005C2S-4A,Inverter-FRN0005C2S-4A,Inverters,14.5,19.5,20.5,1.9000,1.9000,0.006,Carton,7,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005C2S-4A A,Inverter-FRN0005C2S-4A A,Inverters,14.5,19.5,20.5,1.8930,1.8930,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005C2S-4E,Inverter-FRN0005C2S-4E,Inverters,14.5,19.5,20.5,1.8780,1.8780,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005C2S-4U,Inverter-FRN0005C2S-4U,Inverters,14.5,19.5,20.5,1.9020,1.9020,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005C2S-6U,Inverter-FRN0005C2S-6U,Inverters,14.5,19.5,20.5,1.4610,1.4610,0.006,Carton,7,1.3,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005E2E-7GA,Inverter-FRN0005E2E-7GA,Inverters,14.5,19.5,20.5,1.4520,1.4520,0.006,Carton,7,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005E2S-7GA,Inverter-FRN0005E2S-7GA,Inverters,11,19.5,19,1.1040,1.1040,0.004,Carton,7,1.5,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0005E2S-7GB,Inverter-FRN0005E2S-7GB,Inverters,11,19.5,19,1.1050,1.1050,0.004,Carton,7,1.5,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0005E3E-7G,Inverter-FRN0005E3E-7G,Inverters,14.5,19.5,20.5,1.4100,1.4100,0.006,Carton,,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0005F2E-4G,Inverter-FRN0005F2E-4G,Inverters,16.5,22,26.5,2.7810,2.7810,0.010,Carton,3,2.8,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN0005G2S-2G,Inverter-FRN0005G2S-2G,Inverters,17,31,22,2.2560,2.2560,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0005G2S-2GU,Inverter-FRN0005G2S-2GU,Inverters,17,31,22,2.3550,2.3550,0.012,Carton,,,,,4,,,8,,,18,,,24,,,30,,,,,,51,,,68,,,,,,54,,,72,,,60,FALSE
FRN0006C2E-7E,Inverter-FRN0006C2E-7E,Inverters,14.5,19.5,20.5,1.4980,1.4980,0.006,Carton,,1.5,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0006C2S-2A,Inverter-FRN0006C2S-2A,Inverters,11,19.5,15.5,0.8730,0.8730,0.003,Carton,9,1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0006C2S-2U,Inverter-FRN0006C2S-2U,Inverters,11,19.5,15.5,0.8960,0.8960,0.003,Carton,10,0.9,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0006C2S-2U A,Inverter-FRN0006C2S-2U A,Inverters,11,19.5,15.5,0.8930,0.8930,0.003,Carton,,0.9,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0006C2S-7A,Inverter-FRN0006C2S-7A,Inverters,11,19.5,17.5,1.0030,1.0030,0.004,Carton,8,1.3,,,16,,,24,,,45,,,84,,,120,,,,,,168,,,210,,,,,,212,,,265,,,225,FALSE
FRN0006C2S-7A A,Inverter-FRN0006C2S-7A A,Inverters,11,19.5,17.5,1.0310,1.0310,0.004,Carton,,1.3,,,16,,,24,,,45,,,84,,,120,,,,,,168,,,210,,,,,,212,,,265,,,225,FALSE
FRN0006C2S-7E,Inverter-FRN0006C2S-7E,Inverters,11,19.5,17.5,1.0120,1.0120,0.004,Carton,,1.3,,,16,,,24,,,45,,,84,,,120,,,,,,168,,,210,,,,,,212,,,265,,,225,FALSE
FRN0006C2S-7E A,Inverter-FRN0006C2S-7E A,Inverters,11,19.5,17.5,0.9960,0.9960,0.004,Carton,,1.3,,,16,,,24,,,45,,,84,,,120,,,,,,168,,,210,,,,,,212,,,265,,,225,FALSE
FRN0006C2S-7U,Inverter-FRN0006C2S-7U,Inverters,11,19.5,17.5,1.0170,1.0170,0.004,Carton,9,1.3,,,16,,,24,,,45,,,84,,,120,,,,,,168,,,210,,,,,,212,,,265,,,225,FALSE
FRN0006C2S-7WB,Inverter-FRN0006C2S-7WB,Inverters,40,64.5,19,0.9980,0.9980,0.049,Carton,4,,,,,,,,,,,,,40,,,80,,,,,,120,,,150,,,,,,,,,,,,150,FALSE
FRN0006C2S-7WB-NO,Inverter-FRN0006C2S-7WB-NO,Inverters,11,19.5,17.5,1.0100,1.0100,0.004,Carton,,1.3,,,16,,,24,,,45,,,84,,,120,,,,,,168,,,210,,,,,,212,,,265,,,225,FALSE
FRN0006E2E-2GA,Inverter-FRN0006E2E-2GA,Inverters,11,19.5,19,1.2000,1.2000,0.004,Carton,,1.1,,,16,,,24,,,45,,,63,,,120,,,,,,126,,,210,,,,,,159,,,265,,,225,FALSE
FRN0006E2E-4GA,Inverter-FRN0006E2E-4GA,Inverters,16.5,22,26.5,2.7000,2.7000,0.010,Carton,5,2.8,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN0006E2S-2GA,Inverter-FRN0006E2S-2GA,Inverters,11,19.5,15.5,1.0400,1.0500,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0006E2S-2GB,Inverter-FRN0006E2S-2GB,Inverters,11,19.5,15.5,1.0560,1.0560,0.003,Carton,7,1.1,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0006E2S-2GBBM1,Inverter-FRN0006E2S-2GBBM1,Inverters,11,19.5,15.5,1.0410,1.0410,0.003,Carton,,,,,24,,,36,,,60,,,84,,,120,,,126,,,168,,,252,,,159,,,212,,,318,,,270,FALSE
FRN0006E2S-4GA,Inverter-FRN0006E2S-4GA,Inverters,14.5,19.5,20.5,1.9720,1.9720,0.006,Carton,,1.8,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN0006E2S-4GB,Inverter-FRN0006E2S-4GB,Inverters,14.5,19.5,20.5,1.7890,1.7890,0.006,Carton,7,1.8,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
